,attackTypeList,successfulAttackList,hostagesList,ransomList,propertyDamageList,suicideAttackList,partOfMultipleIncidentList,typeOfWeaponList,subTypeOfWeaponList
28175,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28176,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28177,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28178,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28179,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
28180,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
28181,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
28182,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28183,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
28184,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
28185,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Handgun
28186,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28187,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
28188,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28189,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28190,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
28191,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28192,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28193,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28194,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28195,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28196,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28197,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28198,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28199,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28200,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28201,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28202,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28203,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28204,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28205,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28206,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28207,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Molotov Cocktail/Petrol Bomb
28208,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28209,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28210,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28211,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28212,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28213,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
28214,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28215,Assassination,No,No,No,No,No,No,Unknown,Unknown
28216,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28217,Hostage Taking (Kidnapping),Yes,Yes,No,No,No,No,Unknown,Unknown
28218,Armed Assault,Yes,No,No,Yes,No,No,Unknown,Unknown
28219,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28220,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28221,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28222,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28223,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28224,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28225,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28226,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28227,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Melee,Unknown Weapon Type
28228,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28229,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28230,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28231,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28232,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28233,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28234,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28235,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28236,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28237,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
28238,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
28239,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28240,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28241,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28242,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28243,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28244,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28245,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28246,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28247,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28248,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28249,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28250,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28251,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28252,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28253,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28254,Bombing/Explosion,No,No,No,No,No,No,Explosives,Vehicle
28255,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28256,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28257,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28258,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28259,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28260,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28261,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28262,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28263,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
28264,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28265,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28266,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28267,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28268,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28269,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28270,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28271,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28272,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28273,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28274,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28275,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28276,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28277,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28278,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Arson/Fire
28279,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28280,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28281,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28282,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28283,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28284,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28285,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28286,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28287,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
28288,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28289,Assassination,Yes,No,No,No,No,No,Melee,Knife or Other Sharp Object
28290,Assassination,Yes,Yes,No,No,No,No,Unknown,Unknown
28291,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28292,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28293,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28294,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
28295,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Land Mine
28296,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28297,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Time Fuse
28298,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
28299,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28300,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28301,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28302,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28303,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28304,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28305,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28306,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
28307,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28308,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28309,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28310,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
28311,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
28312,Hijacking,No,No,No,No,No,No,Explosives,Dynamite/TNT
28313,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28314,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28315,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28316,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28317,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28318,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28319,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28320,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28321,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28322,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28323,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28324,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28325,Bombing/Explosion,Yes,No,No,Yes,No,No,Unknown,Unknown
28326,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28327,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28328,Armed Assault,Yes,Yes,No,Yes,No,No,Melee,Knife or Other Sharp Object
28329,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28330,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28331,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28332,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28333,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28334,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28335,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28336,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28337,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
28338,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
28339,Hijacking,Yes,Yes,No,No,No,No,Unknown,Unknown
28340,Bombing/Explosion,No,No,No,No,No,No,Explosives,Unknown Explosive Type
28341,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28342,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28343,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28344,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28345,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28346,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28347,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28348,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28349,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28350,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28351,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28352,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28353,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28354,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28355,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28356,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28357,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28358,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28359,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28360,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28361,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28362,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28363,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28364,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28365,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28366,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28367,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28368,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28369,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28370,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28371,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28372,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28373,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28374,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28375,Armed Assault,No,No,No,No,No,No,Incendiary,Gasoline or Alcohol
28376,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28377,Assassination,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28378,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28379,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28380,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28381,Assassination,No,No,No,No,No,No,Firearms,Automatic Weapon
28382,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28383,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28384,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28385,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28386,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28387,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28388,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28389,Assassination,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28390,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28391,Armed Assault,Yes,No,No,Yes,No,No,Unknown,Unknown
28392,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28393,Armed Assault,No,Yes,No,No,No,No,Firearms,Handgun
28394,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28395,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28396,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28397,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Molotov Cocktail/Petrol Bomb
28398,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28399,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28400,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28401,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
28402,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28403,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28404,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Sabotage Equipment,Unknown
28405,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
28406,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Incendiary,Unknown
28407,Hijacking,Yes,Yes,No,No,No,No,Melee,Knife or Other Sharp Object
28408,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28409,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28410,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28411,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28412,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Grenade
28413,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28414,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28415,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Unknown Gun Type
28416,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28417,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28418,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28419,Hijacking,Yes,Yes,Yes,No,No,No,Firearms,Handgun
28420,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28421,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28422,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28423,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28424,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28425,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28426,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28427,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28428,Bombing/Explosion,Yes,No,No,No,No,No,Explosives,Grenade
28429,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
28430,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
28431,Assassination,Yes,No,No,No,No,No,Unknown,Unknown
28432,Assassination,No,No,No,No,No,No,Firearms,Automatic Weapon
28433,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
28434,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
28435,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28436,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28437,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28438,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Dynamite/TNT
28439,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Dynamite/TNT
28440,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Dynamite/TNT
28441,Bombing/Explosion,No,No,No,Yes,No,No,Explosives,Dynamite/TNT
28442,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28443,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28444,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28445,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Vehicle
28446,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28447,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28448,Bombing/Explosion,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28449,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28450,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28451,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28452,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28453,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28454,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28455,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28456,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28457,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28458,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28459,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28460,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28461,Bombing/Explosion,Yes,No,No,Yes,No,Yes,Explosives,Unknown Explosive Type
28462,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28463,Assassination,Yes,No,No,No,No,No,Firearms,Unknown Gun Type
28464,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28465,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28466,Armed Assault,No,No,No,Yes,No,No,Firearms,Automatic Weapon
28467,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28468,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28469,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28470,Assassination,Yes,No,No,No,No,No,Firearms,Handgun
28471,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28472,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
28473,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28474,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28475,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28476,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
28477,Armed Assault,Yes,Yes,No,Yes,No,No,Unknown,Unknown
28478,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28479,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28480,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28481,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28482,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28483,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Unknown,Unknown
28484,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28485,Assassination,Yes,No,No,No,No,No,Firearms,Automatic Weapon
28486,Unknown,Yes,No,No,Yes,No,Yes,Unknown,Unknown
28487,Unknown,Yes,No,No,Yes,No,Yes,Unknown,Unknown
28488,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28489,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28490,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28491,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28492,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28493,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28494,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28495,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28496,Unknown,Yes,No,No,Yes,No,No,Unknown,Unknown
28497,Unknown,No,No,No,Yes,No,No,Unknown,Unknown
28498,Facility/Infrastructure Attack,Yes,No,No,Yes,No,No,Sabotage Equipment,Unknown
28499,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,Unknown Explosive Type
28500,Armed Assault,Yes,No,No,Yes,No,No,Incendiary,Unknown
28501,Armed Assault,Yes,No,No,Yes,No,No,Firearms,Automatic Weapon
28502,Bombing/Explosion,Yes,No,No,Yes,No,No,Explosives,"Projectile (rockets, mortars, RPGs, etc.)"
28503,Assassination,Yes,No,No,Yes,No,No,Incendiary,Unknown
28504,Assassination,Yes,No,No,Yes,No,No,Incendiary,Unknown
28505,Assassination,Yes,No,No,Yes,No,No,Incendiary,Unknown
28506,Assassination,Yes,No,No,Yes,No,No,Incendiary,Unknown
